
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45348237850203      eV
 Composition: x =   0.12500000000292860     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  7     45       96           -66311.96841      -61057.19541    0.174178E-04    0.181435E-06
  7     46      192           -66311.97714      -61057.20414    0.370102E-04    0.192761E-06
  7     47      192           -66311.96119      -61057.18819    0.331342E-04    0.172574E-06
  7     48      192           -66311.99185      -61057.21885    0.409850E-04    0.213463E-06
  7     49      192           -66311.99770      -61057.22470    0.426831E-04    0.222308E-06
  7     50      192           -66311.97840      -61057.20540    0.373358E-04    0.194457E-06
  7     51       48           -66311.98007      -61057.20707    0.944264E-05    0.196722E-06
  7     52       96           -66311.96713      -61057.19413    0.172642E-04    0.179835E-06
  7     53       48           -66311.91035      -61057.13735    0.582170E-05    0.121285E-06
  7     54       96           -66311.93432      -61057.16132    0.137497E-04    0.143226E-06
  7     55      192           -66311.93864      -61057.16564    0.283363E-04    0.147585E-06
  7     56      192           -66311.94337      -61057.17037    0.292806E-04    0.152503E-06
  7     57       32           -66311.93053      -61057.15753    0.446438E-05    0.139512E-06
  7     58       96           -66311.95366      -61057.18066    0.157240E-04    0.163791E-06
  7     59       96           -66311.95312      -61057.18012    0.156652E-04    0.163179E-06
  7     60      192           -66311.96400      -61057.19100    0.337868E-04    0.175973E-06
  7     61       96           -66311.96270      -61057.18970    0.167419E-04    0.174394E-06
  7     62       16           -66311.93216      -61057.15916    0.225760E-05    0.141100E-06
  7     63       96           -66311.99363      -61057.22063    0.207471E-04    0.216115E-06
  7     64      192           -66312.02416      -61057.25116    0.512806E-04    0.267086E-06
  7     65      192           -66312.00195      -61057.22895    0.439595E-04    0.228956E-06
  7     66      192           -66312.02133      -61057.24833    0.502869E-04    0.261911E-06
  7     67      192           -66312.01008      -61057.23708    0.465094E-04    0.242237E-06
  7     68       64           -66311.99630      -61057.22330    0.140907E-04    0.220167E-06
  7     69       96           -66312.02607      -61057.25307    0.259833E-04    0.270660E-06
  7     70      192           -66312.01215      -61057.23915    0.471824E-04    0.245741E-06
  7     71      192           -66312.02303      -61057.25003    0.508813E-04    0.265007E-06
  7     72       96           -66311.98848      -61057.21548    0.200198E-04    0.208540E-06
  7     73      192           -66312.02080      -61057.24780    0.501017E-04    0.260946E-06
  7     74       96           -66311.98403      -61057.21103    0.194107E-04    0.202194E-06
  7     75       96           -66312.03621      -61057.26321    0.278770E-04    0.290386E-06
  7     76      192           -66311.98906      -61057.21606    0.401997E-04    0.209374E-06
  7     77       96           -66311.99918      -61057.22618    0.215613E-04    0.224597E-06
  7     78       96           -66311.95201      -61057.17901    0.155445E-04    0.161922E-06
  7     79       96           -66311.97882      -61057.20582    0.187224E-04    0.195025E-06
  7     80       48           -66311.97449      -61057.20149    0.908383E-05    0.189246E-06
  7     81       32           -66312.00074      -61057.22774    0.726555E-05    0.227049E-06
  7     82       16           -66312.07070      -61057.29770    0.590176E-05    0.368860E-06
  8      1       48           -67062.37149      -61056.91663    0.125939E-05    0.262373E-07
  8      2       96           -67062.33935      -61056.88449    0.201552E-05    0.209950E-07
  8      3      192           -67062.38655      -61056.93169    0.559242E-05    0.291272E-07
  8      4      192           -67062.36876      -61056.91390    0.494303E-05    0.257450E-07
  8      5      192           -67062.39867      -61056.94381    0.608276E-05    0.316811E-07
  8      6      192           -67062.39225      -61056.93739    0.581783E-05    0.303012E-07
  8      7       96           -67062.35957      -61056.90471    0.231892E-05    0.241554E-07
  8      8      192           -67062.33768      -61056.88282    0.398455E-05    0.207529E-07
  8      9      192           -67062.35671      -61056.90186    0.454693E-05    0.236819E-07
  8     10       96           -67062.36931      -61056.91445    0.248096E-05    0.258434E-07
  8     11      192           -67062.37592      -61056.92107    0.519498E-05    0.270572E-07
  8     12      192           -67062.37400      -61056.91915    0.512625E-05    0.266992E-07
  8     13       48           -67062.32089      -61056.86603    0.886621E-06    0.184713E-07
  8     14      192           -67062.34967      -61056.89481    0.433014E-05    0.225528E-07
  8     15      192           -67062.34013      -61056.88527    0.405285E-05    0.211086E-07
  8     16      192           -67062.35628      -61056.90142    0.453320E-05    0.236104E-07
  8     17      192           -67062.36970      -61056.91484    0.497544E-05    0.259137E-07
  8     18      192           -67062.36911      -61056.91425    0.495515E-05    0.258081E-07
  8     19       96           -67062.36918      -61056.91432    0.247883E-05    0.258211E-07
  8     20       96           -67062.38028      -61056.92542    0.267717E-05    0.278872E-07
  8     21       96           -67062.35428      -61056.89943    0.223545E-05    0.232859E-07
  8     22      192           -67062.36855      -61056.91369    0.493580E-05    0.257073E-07
  8     23      192           -67062.39009      -61056.93523    0.573136E-05    0.298508E-07
  8     24       96           -67062.37760      -61056.92274    0.262782E-05    0.273732E-07
  8     25       48           -67062.40669      -61056.95184    0.160774E-05    0.334946E-07
  8     26       96           -67062.38834      -61056.93348    0.283106E-05    0.294902E-07
  8     27       12           -67062.33386      -61056.87900    0.242524E-06    0.202104E-07
  8     28       96           -67062.36664      -61056.91178    0.243552E-05    0.253700E-07
  8     29       96           -67062.36557      -61056.91071    0.241741E-05    0.251814E-07
  8     30       96           -67062.38265      -61056.92779    0.272149E-05    0.283488E-07
  8     31      192           -67062.37600      -61056.92114    0.519775E-05    0.270716E-07
  8     32      192           -67062.40881      -61056.95395    0.652600E-05    0.339896E-07
  8     33      192           -67062.39069      -61056.93583    0.575530E-05    0.299755E-07
  8     34      192           -67062.39482      -61056.93996    0.592251E-05    0.308464E-07
  8     35      192           -67062.39888      -61056.94402    0.609167E-05    0.317275E-07
  8     36       48           -67062.38652      -61056.93166    0.139775E-05    0.291199E-07
  8     37       48           -67062.41005      -61056.95520    0.164565E-05    0.342844E-07
  8     38      192           -67062.33684      -61056.88199    0.396151E-05    0.206329E-07
  8     39      192           -67062.34865      -61056.89380    0.429973E-05    0.223944E-07
  8     40      192           -67062.35818      -61056.90333    0.459353E-05    0.239246E-07
  8     41       24           -67062.32830      -61056.87344    0.466689E-06    0.194454E-07
  8     42      192           -67062.35732      -61056.90247    0.456617E-05    0.237822E-07
  8     43       96           -67062.36696      -61056.91210    0.244085E-05    0.254255E-07
  8     44       96           -67062.37934      -61056.92448    0.265982E-05    0.277065E-07
  8     45       48           -67062.35793      -61056.90308    0.114639E-05    0.238832E-07
  8     46       96           -67062.36611      -61056.91125    0.242650E-05    0.252761E-07
  8     47      192           -67062.37410      -61056.91924    0.512970E-05    0.267172E-07
  8     48      192           -67062.38632      -61056.93147    0.558358E-05    0.290811E-07
  8     49      192           -67062.36835      -61056.91349    0.492920E-05    0.256729E-07
  8     50       48           -67062.36430      -61056.90945    0.119819E-05    0.249623E-07
  8     51       96           -67062.35851      -61056.90365    0.230191E-05    0.239783E-07
  8     52      192           -67062.41745      -61056.96259    0.692896E-05    0.360883E-07
  8     53      192           -67062.39766      -61056.94280    0.604038E-05    0.314603E-07
  8     54      192           -67062.42900      -61056.97414    0.750692E-05    0.390985E-07
  8     55       48           -67062.40622      -61056.95137    0.160252E-05    0.333858E-07
  8     56      192           -67062.41988      -61056.96502    0.704679E-05    0.367020E-07
  8     57      192           -67062.41906      -61056.96420    0.700702E-05    0.364949E-07
  8     58       96           -67062.42897      -61056.97411    0.375278E-05    0.390915E-07
  8     59      192           -67062.42367      -61056.96882    0.723490E-05    0.376818E-07
  8     60      192           -67062.43777      -61056.98292    0.797825E-05    0.415534E-07
  8     61      192           -67062.40146      -61056.94660    0.620171E-05    0.323006E-07
  8     62      192           -67062.43244      -61056.97759    0.768862E-05    0.400449E-07
  8     63      192           -67062.44145      -61056.98660    0.818446E-05    0.426274E-07
  8     64      192           -67062.39707      -61056.94221    0.601567E-05    0.313316E-07
  8     65       96           -67062.40749      -61056.95263    0.323321E-05    0.336793E-07
  8     66      192           -67062.42128      -61056.96642    0.711575E-05    0.370612E-07
  8     67      192           -67062.40120      -61056.94634    0.619062E-05    0.322428E-07
  8     68       96           -67062.35701      -61056.90215    0.227810E-05    0.237303E-07
  8     69       96           -67062.35604      -61056.90118    0.226283E-05    0.235711E-07
  8     70      192           -67062.37643      -61056.92157    0.521317E-05    0.271519E-07
  8     71       96           -67062.37170      -61056.91684    0.252249E-05    0.262759E-07
