
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43977067318383      eV
 Composition: x =   0.25000000001650230     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  8     87       96           -67062.42418      -61058.19237    0.237075E-03    0.246953E-05
  8     88       96           -67062.41311      -61058.18130    0.214311E-03    0.223240E-05
  8     89      192           -67062.44060      -61058.20879    0.550718E-03    0.286832E-05
  8     90       48           -67062.41450      -61058.18269    0.108525E-03    0.226093E-05
  8     91       96           -67062.44096      -61058.20915    0.276259E-03    0.287770E-05
  8     92       48           -67062.47212      -61058.24031    0.183507E-03    0.382306E-05
  8     93       96           -67062.46959      -61058.23778    0.358630E-03    0.373573E-05
  8     94        6           -67062.34545      -61058.11364    0.722869E-05    0.120478E-05
  8     95       24           -67062.40391      -61058.17210    0.492702E-04    0.205293E-05
  8     96       48           -67062.45068      -61058.21888    0.150933E-03    0.314444E-05
  8     97       12           -67062.47861      -61058.24680    0.486710E-04    0.405592E-05
  9      1       16           -67812.76296      -61058.00217    0.697809E-05    0.436131E-06
  9      2       96           -67812.80679      -61058.04601    0.624369E-04    0.650385E-06
  9      3      192           -67812.77905      -61058.01826    0.969647E-04    0.505025E-06
  9      4      192           -67812.76004      -61057.99926    0.815435E-04    0.424706E-06
  9      5      192           -67812.79110      -61058.03031    0.108224E-03    0.563666E-06
  9      6      192           -67812.77669      -61058.01591    0.949079E-04    0.494312E-06
  9      7      192           -67812.78688      -61058.02610    0.104146E-03    0.542429E-06
  9      8      192           -67812.80827      -61058.04748    0.126561E-03    0.659171E-06
  9      9       96           -67812.81566      -61058.05487    0.676908E-04    0.705113E-06
  9     10       64           -67812.80977      -61058.04898    0.427685E-04    0.668258E-06
  9     11      192           -67812.79968      -61058.03889    0.117028E-03    0.609523E-06
  9     12       32           -67812.75844      -61057.99765    0.133928E-04    0.418526E-06
  9     13       96           -67812.76132      -61058.00053    0.412480E-04    0.429667E-06
  9     14      192           -67812.80434      -61058.04355    0.122107E-03    0.635974E-06
  9     15       96           -67812.81421      -61058.05342    0.668020E-04    0.695854E-06
  9     16       96           -67812.82611      -61058.06533    0.744596E-04    0.775621E-06
  9     17       96           -67812.75873      -61057.99794    0.402859E-04    0.419645E-06
  9     18       96           -67812.75730      -61057.99652    0.397660E-04    0.414229E-06
  9     19       96           -67812.77566      -61058.01488    0.470113E-04    0.489701E-06
  9     20       96           -67812.76941      -61058.00863    0.444074E-04    0.462577E-06
  9     21      192           -67812.79488      -61058.03409    0.112019E-03    0.583433E-06
  9     22      192           -67812.77850      -61058.01771    0.964807E-04    0.502504E-06
  9     23      192           -67812.78810      -61058.02732    0.105309E-03    0.548485E-06
  9     24      192           -67812.78696      -61058.02617    0.104219E-03    0.542805E-06
  9     25       48           -67812.77802      -61058.01724    0.240162E-04    0.500337E-06
  9     26       48           -67812.79165      -61058.03086    0.271920E-04    0.566500E-06
  9     27      192           -67812.81861      -61058.05783    0.139076E-03    0.724352E-06
  9     28      192           -67812.83925      -61058.07847    0.167874E-03    0.874344E-06
  9     29      192           -67812.83586      -61058.07508    0.162760E-03    0.847707E-06
  9     30       96           -67812.84881      -61058.08803    0.915760E-04    0.953917E-06
  9     31      192           -67812.84179      -61058.08101    0.171799E-03    0.894785E-06
  9     32      192           -67812.83873      -61058.07795    0.167079E-03    0.870202E-06
  9     33      192           -67812.81791      -61058.05712    0.138186E-03    0.719718E-06
  9     34       96           -67812.75800      -61057.99721    0.400173E-04    0.416847E-06
  9     35       96           -67812.77649      -61058.01571    0.473684E-04    0.493421E-06
  9     36      192           -67812.79496      -61058.03418    0.112109E-03    0.583901E-06
  9     37       96           -67812.78896      -61058.02818    0.530695E-04    0.552807E-06
  9     38      192           -67812.82654      -61058.06576    0.149507E-03    0.778682E-06
  9     39      192           -67812.80576      -61058.04498    0.123703E-03    0.644289E-06
  9     40       96           -67812.80616      -61058.04537    0.620760E-04    0.646625E-06
  9     41      192           -67812.82791      -61058.06712    0.151377E-03    0.788424E-06
  9     42       96           -67812.81007      -61058.04928    0.643279E-04    0.670082E-06
  9     43       96           -67812.84600      -61058.08522    0.892616E-04    0.929809E-06
  9     44       96           -67812.80759      -61058.04680    0.628899E-04    0.655103E-06
  9     45      192           -67812.78858      -61058.02780    0.105774E-03    0.550906E-06
  9     46      192           -67812.78535      -61058.02456    0.102700E-03    0.534897E-06
  9     47       96           -67812.80144      -61058.04065    0.594622E-04    0.619398E-06
  9     48      192           -67812.82713      -61058.06634    0.150304E-03    0.782831E-06
  9     49      192           -67812.79552      -61058.03473    0.112675E-03    0.586847E-06
  9     50      192           -67812.83546      -61058.07468    0.162172E-03    0.844645E-06
  9     51      192           -67812.81585      -61058.05507    0.135621E-03    0.706361E-06
  9     52      192           -67812.84622      -61058.08544    0.178882E-03    0.931675E-06
  9     53      192           -67812.85684      -61058.09605    0.197058E-03    0.102634E-05
  9     54       96           -67812.81905      -61058.05827    0.698185E-04    0.727276E-06
  9     55      192           -67812.82744      -61058.06665    0.150728E-03    0.785039E-06
  9     56      192           -67812.84162      -61058.08083    0.171528E-03    0.893375E-06
  9     57      192           -67812.85615      -61058.09537    0.195831E-03    0.101996E-05
  9     58       96           -67812.81278      -61058.05199    0.659374E-04    0.686848E-06
  9     59      192           -67812.86009      -61058.09930    0.202985E-03    0.105722E-05
  9     60      192           -67812.83829      -61058.07750    0.166399E-03    0.866663E-06
  9     61      192           -67812.84829      -61058.08751    0.182289E-03    0.949423E-06
  9     62      192           -67812.80518      -61058.04439    0.123049E-03    0.640880E-06
  9     63      192           -67812.85725      -61058.09647    0.197800E-03    0.103021E-05
  9     64       96           -67812.81455      -61058.05377    0.670124E-04    0.698046E-06
  9     65       96           -67812.79692      -61058.03613    0.570604E-04    0.594379E-06
  9     66      192           -67812.81048      -61058.04970    0.129147E-03    0.672640E-06
  9     67      192           -67812.83063      -61058.06985    0.155181E-03    0.808233E-06
  9     68      192           -67812.82720      -61058.06641    0.150402E-03    0.783345E-06
  9     69       48           -67812.87338      -61058.11260    0.572853E-04    0.119344E-05
  9     70       96           -67812.87207      -61058.11128    0.113200E-03    0.117917E-05
  9     71      192           -67812.88936      -61058.12858    0.265065E-03    0.138055E-05
  9     72       96           -67812.86915      -61058.10837    0.110233E-03    0.114826E-05
  9     73       48           -67812.77518      -61058.01439    0.234009E-04    0.487519E-06
  9     74       96           -67812.80572      -61058.04494    0.618292E-04    0.644054E-06
  9     75       96           -67812.84596      -61058.08517    0.892259E-04    0.929436E-06
  9     76      192           -67812.86070      -61058.09991    0.204114E-03    0.106309E-05
  9     77       96           -67812.85495      -61058.09417    0.968487E-04    0.100884E-05
  9     78       48           -67812.87663      -61058.11584    0.590036E-04    0.122924E-05
  9     79       96           -67812.89835      -61058.13757    0.143852E-03    0.149846E-05
  9     80       32           -67812.80120      -61058.04042    0.197780E-04    0.618061E-06
  9     81       96           -67812.89119      -61058.13040    0.134758E-03    0.140373E-05
  9     82       16           -67812.84558      -61058.08480    0.148198E-04    0.926239E-06
 10      1       96           -68563.19951      -61057.90975    0.180295E-04    0.187807E-06
 10      2      192           -68563.22623      -61057.93647    0.460058E-04    0.239614E-06
 10      3       96           -68563.19852      -61057.90876    0.178685E-04    0.186130E-06
 10      4       96           -68563.19838      -61057.90862    0.178455E-04    0.185891E-06
 10      5       48           -68563.21124      -61057.92148    0.100325E-04    0.209010E-06
 10      6       48           -68563.24170      -61057.95194    0.132435E-04    0.275906E-06
 10      7      192           -68563.19709      -61057.90733    0.352722E-04    0.183709E-06
 10      8       96           -68563.20784      -61057.91808    0.194526E-04    0.202631E-06
 10      9       96           -68563.21364      -61057.92388    0.205091E-04    0.213637E-06
 10     10      192           -68563.25766      -61057.96790    0.612711E-04    0.319120E-06
 10     11       96           -68563.19797      -61057.90821    0.177783E-04    0.185191E-06
 10     12      192           -68563.22825      -61057.93849    0.468613E-04    0.244069E-06
 10     13       96           -68563.24672      -61057.95696    0.277257E-04    0.288809E-06
 10     14      192           -68563.24614      -61057.95638    0.551605E-04    0.287294E-06
 10     15       96           -68563.22693      -61057.93717    0.231506E-04    0.241152E-06
 10     16      192           -68563.22335      -61057.93359    0.448141E-04    0.233407E-06
 10     17      192           -68563.25546      -61057.96570    0.600545E-04    0.312784E-06
 10     18      192           -68563.25561      -61057.96584    0.601317E-04    0.313186E-06
 10     19      192           -68563.25470      -61057.96494    0.596393E-04    0.310622E-06
 10     20      192           -68563.26407      -61057.97431    0.649538E-04    0.338301E-06
 10     21      192           -68563.27507      -61057.98531    0.718067E-04    0.373993E-06
 10     22      192           -68563.27252      -61057.98276    0.701594E-04    0.365413E-06
 10     23      192           -68563.23484      -61057.94508    0.497599E-04    0.259166E-06
 10     24      192           -68563.19848      -61057.90872    0.357233E-04    0.186059E-06
 10     25       96           -68563.19666      -61057.90690    0.175671E-04    0.182991E-06
 10     26       96           -68563.23259      -61057.94283    0.243755E-04    0.253912E-06
 10     27      192           -68563.22735      -61057.93758    0.464754E-04    0.242059E-06
 10     28       64           -68563.25601      -61057.96625    0.201173E-04    0.314333E-06
 10     29      192           -68563.24584      -61057.95608    0.550099E-04    0.286510E-06
 10     30      192           -68563.22906      -61057.93930    0.472068E-04    0.245869E-06
 10     31      192           -68563.24792      -61057.95816    0.560628E-04    0.291994E-06
 10     32      192           -68563.24485      -61057.95509    0.545181E-04    0.283949E-06
 10     33      192           -68563.26372      -61057.97396    0.647475E-04    0.337227E-06
 10     34       96           -68563.22979      -61057.94003    0.237621E-04    0.247522E-06
 10     35       48           -68563.20800      -61057.91824    0.974067E-05    0.202931E-06
 10     36      192           -68563.24395      -61057.95419    0.540717E-04    0.281623E-06
 10     37       48           -68563.20696      -61057.91720    0.964841E-05    0.201008E-06
 10     38      192           -68563.28889      -61057.99912    0.814439E-04    0.424187E-06
 10     39      192           -68563.28843      -61057.99867    0.811097E-04    0.422447E-06
 10     40       96           -68563.29626      -61058.00649    0.435518E-04    0.453665E-06
 10     41       96           -68563.29383      -61058.00407    0.426008E-04    0.443758E-06
 10     42       32           -68563.25704      -61057.96728    0.101537E-04    0.317304E-06
 10     43       16           -68563.27082      -61057.98106    0.575650E-05    0.359781E-06
 10     44       48           -68563.20535      -61057.91559    0.950775E-05    0.198078E-06
 10     45      192           -68563.25355      -61057.96379    0.590158E-04    0.307374E-06
 10     46       48           -68563.24488      -61057.95512    0.136329E-04    0.284018E-06
 10     47      192           -68563.27231      -61057.98254    0.700188E-04    0.364681E-06
 10     48      192           -68563.25558      -61057.96581    0.601148E-04    0.313098E-06
 10     49       48           -68563.21547      -61057.92571    0.104264E-04    0.217217E-06
 10     50       48           -68563.26774      -61057.97798    0.167909E-04    0.349811E-06
 10     51      192           -68563.29441      -61058.00465    0.856517E-04    0.446102E-06
 10     52      192           -68563.30566      -61058.01589    0.948957E-04    0.494248E-06
 10     53       24           -68563.22534      -61057.93558    0.570416E-05    0.237673E-06
 10     54       96           -68563.30286      -61058.01310    0.462538E-04    0.481810E-06
 10     55       96           -68563.21527      -61057.92551    0.208160E-04    0.216833E-06
 10     56       32           -68563.24851      -61057.95875    0.939454E-05    0.293579E-06
 10     57       96           -68563.26640      -61057.97664    0.331753E-04    0.345576E-06
 10     58       48           -68563.30263      -61058.01287    0.230791E-04    0.480814E-06
 10     59       96           -68563.30455      -61058.01479    0.469732E-04    0.489304E-06
 10     60       96           -68563.30780      -61058.01804    0.483861E-04    0.504022E-06
 10     61       16           -68563.23690      -61057.94714    0.422534E-05    0.264084E-06
 10     62       96           -68563.29162      -61058.00186    0.417488E-04    0.434884E-06
 10     63       48           -68563.30391      -61058.01415    0.233495E-04    0.486449E-06
 10     64       96           -68563.29514      -61058.00538    0.431122E-04    0.449085E-06
 10     65       48           -68563.32761      -61058.03785    0.289802E-04    0.603755E-06
 11      1       96           -69313.62809      -61057.80936    0.722014E-05    0.752098E-07
 11      2       48           -69313.62715      -61057.80842    0.357920E-05    0.745667E-07
 11      3       96           -69313.65893      -61057.84019    0.956366E-05    0.996215E-07
 11      4      192           -69313.68541      -61057.86667    0.243494E-04    0.126820E-06
 11      5       96           -69313.62681      -61057.80808    0.713638E-05    0.743373E-07
 11      6      192           -69313.65819      -61057.83946    0.189993E-04    0.989545E-07
 11      7      192           -69313.65744      -61057.83871    0.188698E-04    0.982802E-07
 11      8      192           -69313.65830      -61057.83956    0.190171E-04    0.990474E-07
 11      9      192           -69313.67591      -61057.85717    0.223284E-04    0.116294E-06
 11     10      192           -69313.65793      -61057.83920    0.189541E-04    0.987193E-07
 11     11       96           -69313.63928      -61057.82055    0.799537E-05    0.832851E-07
 11     12       96           -69313.70426      -61057.88552    0.144572E-04    0.150596E-06
 11     13      192           -69313.70946      -61057.89072    0.303175E-04    0.157904E-06
 11     14       96           -69313.68995      -61057.87121    0.126890E-04    0.132177E-06
 11     15       96           -69313.70310      -61057.88437    0.143057E-04    0.149017E-06
 11     16      192           -69313.66833      -61057.84959    0.208377E-04    0.108529E-06
 11     17      192           -69313.70143      -61057.88269    0.281783E-04    0.146762E-06
 11     18       48           -69313.70704      -61057.88830    0.741380E-05    0.154454E-06
 11     19      192           -69313.71851      -61057.89977    0.329250E-04    0.171484E-06
 11     20       48           -69313.64847      -61057.82974    0.434702E-05    0.905629E-07
 11     21       96           -69313.66195      -61057.84321    0.983025E-05    0.102398E-06
 11     22       48           -69313.62968      -61057.81094    0.366264E-05    0.763050E-07
 11     23      192           -69313.67752      -61057.85879    0.226600E-04    0.118021E-06
 11     24       96           -69313.68931      -61057.87057    0.126152E-04    0.131408E-06
 11     25       96           -69313.71057      -61057.89183    0.153125E-04    0.159505E-06
 11     26      192           -69313.71815      -61057.89941    0.328165E-04    0.170920E-06
 11     27       96           -69313.68511      -61057.86637    0.121411E-04    0.126470E-06
 11     28       96           -69313.71676      -61057.89803    0.162024E-04    0.168775E-06
 11     29       96           -69313.73547      -61057.91673    0.192153E-04    0.200160E-06
 11     30       96           -69313.68841      -61057.86968    0.125125E-04    0.130338E-06
 11     31       96           -69313.73744      -61057.91870    0.195628E-04    0.203779E-06
 11     32      192           -69313.74174      -61057.92300    0.406890E-04    0.211922E-06
 11     33       96           -69313.72588      -61057.90714    0.176059E-04    0.183395E-06
 11     34       48           -69313.73495      -61057.91621    0.956198E-05    0.199208E-06
 11     35       96           -69313.72839      -61057.90966    0.180148E-04    0.187655E-06
 12      1        8           -70064.06517      -61057.71746    0.260338E-06    0.325423E-07
 12      2      192           -70064.09310      -61057.74539    0.805971E-05    0.419777E-07
 12      3       96           -70064.12351      -61057.77580    0.531728E-05    0.553884E-07
 12      4       96           -70064.13387      -61057.78615    0.584355E-05    0.608703E-07
 12      5       96           -70064.13171      -61057.78400    0.572998E-05    0.596873E-07
 12      6       96           -70064.09231      -61057.74460    0.400105E-05    0.416776E-07
 12      7      192           -70064.12289      -61057.77517    0.105741E-04    0.550732E-07
 12      8       12           -70064.07365      -61057.72594    0.421881E-06    0.351567E-07
 12      9       96           -70064.14746      -61057.79975    0.661459E-05    0.689020E-07
 12     10      192           -70064.15224      -61057.80452    0.138175E-04    0.719661E-07
 12     11       96           -70064.12175      -61057.77403    0.523232E-05    0.545033E-07
 12     12       24           -70064.12149      -61057.77378    0.130508E-05    0.543783E-07
 12     13       96           -70064.16960      -61057.82189    0.809370E-05    0.843094E-07
 12     14       48           -70064.13176      -61057.78405    0.286622E-05    0.597129E-07
 12     15       48           -70064.13138      -61057.78367    0.285641E-05    0.595086E-07
 12     16       96           -70064.16325      -61057.81553    0.763835E-05    0.795662E-07
 12     17       96           -70064.14087      -61057.79315    0.622859E-05    0.648812E-07
 12     18      192           -70064.17831      -61057.83060    0.175252E-04    0.912772E-07
 12     19       24           -70064.18632      -61057.83860    0.235651E-05    0.981879E-07
 12     20        4           -70064.09081      -61057.74310    0.164445E-06    0.411112E-07
 12     21       12           -70064.18951      -61057.84180    0.121307E-05    0.101089E-06
 12     22        8           -70064.18482      -61057.83711    0.774850E-06    0.968562E-07
 13      1       32           -70814.54558      -61057.66890    0.668864E-06    0.209020E-07
 13      2       48           -70814.54591      -61057.66923    0.100632E-05    0.209650E-07
 13      3       96           -70814.57501      -61057.69832    0.262390E-05    0.273323E-07
 13      4      192           -70814.58531      -61057.70862    0.576447E-05    0.300233E-07
 13      5       96           -70814.60588      -61057.72920    0.347684E-05    0.362171E-07
 13      6       16           -70814.56608      -61057.68939    0.403124E-06    0.251953E-07
 13      7       48           -70814.61397      -61057.73728    0.187134E-05    0.389862E-07
 13      8       32           -70814.62200      -61057.74531    0.134239E-05    0.419497E-07
 14      1       48           -71565.03360      -61057.62793    0.690661E-06    0.143888E-07
 14      2       24           -71565.04294      -61057.63727    0.376007E-06    0.156670E-07
 14      3       48           -71565.06234      -61057.65668    0.897565E-06    0.186993E-07
 15      1       16           -72315.51012      -61057.57548    0.142714E-06    0.891965E-08
 16      1        1           -73065.97876      -61057.51514    0.514596E-08    0.514596E-08
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.01339
     1            0.05844
     2            0.14194
     3            0.20526
     4            0.20969
     5            0.16871
     6            0.11010
     7            0.05660
     8            0.02411
     9            0.00855
    10            0.00249
    11            0.00059
    12            0.00012
    13            0.00002
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Temperature: T =    1673.0000000000000      K
 Chemical potential: mu =   -750.56664810128086      eV
 Composition: x =   0.25000000000178235     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.124665E-01    0.124665E-01
  1      1       16           -61809.52206      -61058.95541    0.571514E-01    0.357196E-02
  2      1       48           -62559.91747      -61058.78418    0.522785E-01    0.108913E-02
  2      2       24           -62559.92649      -61058.79319    0.278263E-01    0.115943E-02
  2      3       48           -62559.93679      -61058.80349    0.597725E-01    0.124526E-02
  3      1       48           -63310.31227      -61058.61232    0.158718E-01    0.330663E-03
  3      2       32           -63310.31342      -61058.61348    0.106664E-01    0.333325E-03
  3      3       96           -63310.32148      -61058.62153    0.338379E-01    0.352478E-03
  3      4      192           -63310.33108      -61058.63114    0.723373E-01    0.376757E-03
  3      5       96           -63310.33003      -61058.63008    0.359049E-01    0.374010E-03
  3      6       48           -63310.32923      -61058.62929    0.178540E-01    0.371958E-03
  3      7       32           -63310.36223      -61058.66229    0.149641E-01    0.467628E-03
  3      8       16           -63310.29084      -61058.59090    0.456006E-02    0.285003E-03
  4      1       12           -64060.69708      -61058.43048    0.112406E-02    0.936720E-04
  4      2      192           -64060.71656      -61058.44997    0.205877E-01    0.107228E-03
  4      3      192           -64060.71491      -61058.44831    0.203526E-01    0.106003E-03
  4      4       96           -64060.72606      -61058.45947    0.109951E-01    0.114532E-03
  4      5       24           -64060.72769      -61058.46110    0.277995E-02    0.115831E-03
  4      6       96           -64060.73540      -61058.46881    0.117312E-01    0.122200E-03
  4      7       48           -64060.73390      -61058.46731    0.580483E-02    0.120934E-03
  4      8       96           -64060.71444      -61058.44785    0.101437E-01    0.105663E-03
  4      9      192           -64060.73261      -61058.46602    0.230123E-01    0.119856E-03
  4     10       96           -64060.75440      -61058.48780    0.133831E-01    0.139407E-03
  4     11       96           -64060.75643      -61058.48984    0.135730E-01    0.141386E-03
  4     12       96           -64060.72217      -61058.45558    0.107024E-01    0.111483E-03
  4     13       96           -64060.69587      -61058.42928    0.891773E-02    0.928930E-04
  4     14       96           -64060.72462      -61058.45803    0.108859E-01    0.113395E-03
  4     15       96           -64060.73338      -61058.46678    0.115674E-01    0.120494E-03
  4     16      192           -64060.74358      -61058.47698    0.248308E-01    0.129327E-03
  4     17       48           -64060.73462      -61058.46802    0.583365E-02    0.121534E-03
  4     18       24           -64060.74005      -61058.47346    0.302882E-02    0.126201E-03
  4     19        8           -64060.70845      -61058.44186    0.810887E-03    0.101361E-03
  4     20        4           -64060.71469      -61058.44809    0.423369E-03    0.105842E-03
  4     21       12           -64060.72936      -61058.46277    0.140619E-02    0.117183E-03
  4     22        8           -64060.80941      -61058.54281    0.163338E-02    0.204173E-03
  5      1       96           -64811.10732      -61058.27408    0.303901E-02    0.316564E-04
  5      2      192           -64811.12798      -61058.29474    0.701435E-02    0.365331E-04
  5      3       48           -64811.11935      -61058.28611    0.165172E-02    0.344108E-04
  5      4      192           -64811.11591      -61058.28267    0.645092E-02    0.335985E-04
  5      5       96           -64811.13305      -61058.29981    0.363286E-02    0.378423E-04
  5      6      192           -64811.14693      -61058.31369    0.799973E-02    0.416653E-04
  5      7       96           -64811.14333      -61058.31009    0.390120E-02    0.406375E-04
  5      8       96           -64811.11657      -61058.28333    0.324028E-02    0.337529E-04
  5      9       96           -64811.15908      -61058.32584    0.435157E-02    0.453289E-04
  5     10      192           -64811.12358      -61058.29034    0.680379E-02    0.354364E-04
  5     11       96           -64811.15460      -61058.32136    0.421840E-02    0.439417E-04
  5     12       96           -64811.13429      -61058.30105    0.366424E-02    0.381691E-04
  5     13       48           -64811.09652      -61058.26328    0.140979E-02    0.293706E-04
  5     14       96           -64811.09885      -61058.26561    0.286561E-02    0.298501E-04
  5     15       96           -64811.10455      -61058.27131    0.298112E-02    0.310533E-04
  5     16      192           -64811.12491      -61058.29167    0.686665E-02    0.357638E-04
  5     17      192           -64811.13724      -61058.30400    0.747993E-02    0.389579E-04
  5     18      192           -64811.14338      -61058.31014    0.780526E-02    0.406524E-04
  5     19      192           -64811.14607      -61058.31283    0.795227E-02    0.414181E-04
  5     20      192           -64811.15355      -61058.32031    0.837575E-02    0.436237E-04
  5     21       96           -64811.14266      -61058.30942    0.388316E-02    0.404496E-04
  5     22       96           -64811.16473      -61058.33149    0.452544E-02    0.471400E-04
  5     23      192           -64811.12660      -61058.29336    0.694772E-02    0.361860E-04
  5     24      192           -64811.13486      -61058.30162    0.735756E-02    0.383206E-04
  5     25      192           -64811.15418      -61058.32094    0.841232E-02    0.438141E-04
  5     26      192           -64811.14948      -61058.31624    0.814249E-02    0.424088E-04
  5     27       96           -64811.13234      -61058.29910    0.361496E-02    0.376558E-04
  5     28       96           -64811.14099      -61058.30775    0.383852E-02    0.399846E-04
  5     29       96           -64811.10918      -61058.27594    0.307848E-02    0.320675E-04
  5     30       48           -64811.11499      -61058.28175    0.160254E-02    0.333862E-04
  5     31       48           -64811.12250      -61058.28926    0.168818E-02    0.351705E-04
  5     32       96           -64811.15092      -61058.31768    0.411217E-02    0.428351E-04
  5     33       96           -64811.15329      -61058.32005    0.418039E-02    0.435457E-04
  5     34       48           -64811.17400      -61058.34076    0.241299E-02    0.502706E-04
  5     35       96           -64811.20776      -61058.37452    0.609945E-02    0.635360E-04
  6      1       48           -65561.52021      -61058.12032    0.523010E-03    0.108960E-04
  6      2       96           -65561.51663      -61058.11675    0.102040E-02    0.106292E-04
  6      3       96           -65561.53725      -61058.13736    0.117723E-02    0.122629E-04
  6      4       96           -65561.55042      -61058.15053    0.128986E-02    0.134360E-04
  6      5      192           -65561.54507      -61058.14518    0.248581E-02    0.129469E-04
  6      6      192           -65561.52659      -61058.12671    0.218678E-02    0.113895E-04
  6      7      192           -65561.55623      -61058.15634    0.268577E-02    0.139884E-04
  6      8       16           -65561.58156      -61058.18167    0.266811E-03    0.166757E-04
  6      9       48           -65561.53048      -61058.13059    0.561619E-03    0.117004E-04
  6     10      192           -65561.50648      -61058.10659    0.190200E-02    0.990623E-05
  6     11       96           -65561.50926      -61058.10937    0.969501E-03    0.100990E-04
  6     12       32           -65561.53261      -61058.13273    0.380004E-03    0.118751E-04
  6     13      192           -65561.53638      -61058.13649    0.234032E-02    0.121892E-04
  6     14      192           -65561.55508      -61058.15519    0.266447E-02    0.138774E-04
  6     15      192           -65561.56568      -61058.16579    0.286777E-02    0.149363E-04
  6     16      192           -65561.52769      -61058.12780    0.220348E-02    0.114765E-04
  6     17      192           -65561.54578      -61058.14589    0.249796E-02    0.130102E-04
  6     18       64           -65561.54481      -61058.14492    0.827093E-03    0.129233E-04
  6     19      192           -65561.55339      -61058.15351    0.263354E-02    0.137164E-04
  6     20       96           -65561.56876      -61058.16887    0.146484E-02    0.152587E-04
  6     21      192           -65561.56988      -61058.16999    0.295261E-02    0.153782E-04
  6     22      192           -65561.54427      -61058.14438    0.247193E-02    0.128747E-04
  6     23      192           -65561.55311      -61058.15322    0.262832E-02    0.136892E-04
  6     24      192           -65561.57385      -61058.17396    0.303494E-02    0.158070E-04
  6     25      192           -65561.56475      -61058.16486    0.284935E-02    0.148404E-04
  6     26       96           -65561.58096      -61058.18108    0.159426E-02    0.166069E-04
  6     27      192           -65561.56031      -61058.16042    0.276296E-02    0.143904E-04
  6     28       96           -65561.53571      -61058.13583    0.116479E-02    0.121332E-04
  6     29      192           -65561.55869      -61058.15880    0.273203E-02    0.142293E-04
  6     30      192           -65561.55524      -61058.15535    0.266748E-02    0.138931E-04
  6     31      192           -65561.55868      -61058.15879    0.273180E-02    0.142281E-04
  6     32      192           -65561.56461      -61058.16472    0.284657E-02    0.148259E-04
  6     33       48           -65561.50632      -61058.10643    0.474958E-03    0.989497E-05
  6     34      192           -65561.52438      -61058.12449    0.215345E-02    0.112159E-04
  6     35       32           -65561.54198      -61058.14210    0.405522E-03    0.126726E-04
  6     36      192           -65561.51409      -61058.11420    0.200511E-02    0.104433E-04
  6     37       48           -65561.51811      -61058.11822    0.515444E-03    0.107384E-04
  6     38       96           -65561.51989      -61058.12000    0.104369E-02    0.108718E-04
  6     39       96           -65561.51745      -61058.11757    0.102622E-02    0.106898E-04
  6     40       96           -65561.52718      -61058.12729    0.109784E-02    0.114359E-04
  6     41       48           -65561.51654      -61058.11666    0.509882E-03    0.106225E-04
  6     42      192           -65561.54816      -61058.14827    0.253966E-02    0.132274E-04
  6     43       24           -65561.51377      -61058.11388    0.250086E-03    0.104202E-04
  6     44       96           -65561.52518      -61058.12529    0.108271E-02    0.112782E-04
  6     45      192           -65561.54372      -61058.14383    0.246256E-02    0.128258E-04
  6     46      192           -65561.55012      -61058.15023    0.257434E-02    0.134080E-04
  6     47       96           -65561.54490      -61058.14501    0.124145E-02    0.129318E-04
  6     48       96           -65561.55341      -61058.15352    0.131693E-02    0.137180E-04
  6     49       96           -65561.57079      -61058.17090    0.148563E-02    0.154753E-04
  6     50       48           -65561.53532      -61058.13543    0.580798E-03    0.120999E-04
  6     51       96           -65561.57028      -61058.17040    0.148043E-02    0.154211E-04
  6     52      192           -65561.57470      -61058.17481    0.305287E-02    0.159003E-04
  6     53       96           -65561.57929      -61058.17941    0.157590E-02    0.164156E-04
  6     54       48           -65561.57496      -61058.17507    0.764621E-03    0.159296E-04
  6     55      192           -65561.56311      -61058.16322    0.281716E-02    0.146727E-04
  6     56       96           -65561.57904      -61058.17916    0.157317E-02    0.163872E-04
  6     57       16           -65561.54741      -61058.14752    0.210538E-03    0.131586E-04
  6     58       48           -65561.51364      -61058.11375    0.499714E-03    0.104107E-04
  6     59       48           -65561.55833      -61058.15844    0.681299E-03    0.141937E-04
  6     60       96           -65561.60610      -61058.20621    0.189793E-02    0.197701E-04
  6     61      192           -65561.59742      -61058.19753    0.357396E-02    0.186144E-04
  6     62       96           -65561.62828      -61058.22839    0.221363E-02    0.230586E-04
  6     63       96           -65561.60348      -61058.20359    0.186371E-02    0.194136E-04
  6     64       48           -65561.61413      -61058.21424    0.100333E-02    0.209026E-04
  6     65       48           -65561.59121      -61058.19132    0.855821E-03    0.178296E-04
  7      1      192           -66311.94451      -61057.97797    0.779402E-03    0.405938E-05
  7      2       48           -66311.97842      -61058.01189    0.246525E-03    0.513594E-05
  7      3       96           -66311.94963      -61057.98310    0.403803E-03    0.420628E-05
